tool_type,diameter_mm,flutes,operation,material,status,entry_class,registry_tools,entry_style_default,ramp_angle_deg,helix_radius_mm,helix_pitch_mm,plunge_mm_min_csv,feed_mm_min_csv,rpm_csv,plunge_rule,ramp_feed_today_derived,dressup_entry_feed_derived,ramp_feed_approved_derived,ramp_feed_approved_basis,suggest_rewrote_style
TaperedBallNose,6.0000,2,SpiralFinish,plywood_hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)","Ball, TaperedBall",none (operator may set ramp or helix),,,,682.0000,2487.0000,8449.0000,material base,1023,,,,
TaperedBallNose,6.0000,2,RadialFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,900.0000,2763.0000,9387.0000,ball tip cap,1382,,,,
TaperedBallNose,6.0000,2,RadialFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,2763.0000,9387.0000,material base,1054,,,,
TaperedBallNose,6.0000,2,RadialFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,10125.0000,material base,1059,,,,
TaperedBallNose,6.0000,2,RadialFinish,plywood_hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,682.0000,2487.0000,8449.0000,material base,1023,,,,
TaperedBallNose,6.0000,2,HorizontalFinish,softwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,900.0000,2763.0000,9387.0000,ball tip cap,1382,,,,
TaperedBallNose,6.0000,2,HorizontalFinish,hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,702.0000,2763.0000,9387.0000,material base,1054,,,,
TaperedBallNose,6.0000,2,HorizontalFinish,mdf,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,706.0000,3999.0000,10125.0000,material base,1059,,,,
TaperedBallNose,6.0000,2,HorizontalFinish,plywood_hardwood,ok,"E4b 3D finishes, dressup entry off (operator may set)",any,none (operator may set ramp or helix),,,,682.0000,2487.0000,8449.0000,material base,1023,,,,
TaperedBallNose,6.0000,2,ProjectCurve,softwood,ok,E6 no entry (strip all),any,none,,,,900.0000,2763.0000,9387.0000,ball tip cap,1382,,,,
TaperedBallNose,6.0000,2,ProjectCurve,hardwood,ok,E6 no entry (strip all),any,none,,,,702.0000,2763.0000,9387.0000,material base,1054,,,,
TaperedBallNose,6.0000,2,ProjectCurve,mdf,ok,E6 no entry (strip all),any,none,,,,706.0000,3999.0000,10125.0000,material base,1059,,,,
TaperedBallNose,6.0000,2,ProjectCurve,plywood_hardwood,ok,E6 no entry (strip all),any,none,,,,682.0000,2487.0000,8449.0000,material base,1023,,,,
TaperedBallNose,6.0000,2,AlignmentPinDrill,softwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
TaperedBallNose,6.0000,2,AlignmentPinDrill,hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
TaperedBallNose,6.0000,2,AlignmentPinDrill,mdf,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
TaperedBallNose,6.0000,2,AlignmentPinDrill,plywood_hardwood,refused,E7 drill (no entry; plunge = drill feed),any,none,,,,,,,,,,,,
